序号,产品ID,类型,线路名称,副标题,出发地,携程价格,你的价格,评分,图片URL,标签,路线亮点（外国人关注）,你的专业评价
812,62269350,拼小团,重庆+成都+武隆区5日4晚拼小团,8人内精致小团|川渝经典连线+赠两江夜游船+三星堆/都江堰含导游精讲+24h专车接送机/站,重庆出发,3057,9000,,/images/routes/route_62269350.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
813,67365320,私家团,重庆+洪崖洞民俗风貌区+三峡博物馆4日3晚私家团,【妙趣山城】土著司机带玩 体验Citywalk 感受渝州风华『乘怀旧·两江小渡+打卡观音桥·“我在重庆”+赠老茶馆门票·看变脸喷火』商圈4钻酒店自选|24H专车接送机/站服务,重庆出发,1289,4900,,/images/routes/route_67365320.jpg,成团保障,Iconic stilt-house complex - Chongqing's most photogenic spot | Best night view - like real-life Spirited Away | Traditional Bayu architecture with modern lights,洪崖洞最佳拍照时间是日落后30分钟，灯光全开但未过热。 建议从千厮门大桥拍摄全景，比在近处拍更震撼。
814,59172102,拼小团,重庆3日2晚拼小团,8人封顶·赠两江夜游船『长江索道|磁器口|渣滓洞白公馆|磁器口|三峡博物馆|洪崖洞』,重庆出发,818,2600,,/images/routes/route_59172102.png,"立即确认,0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
815,72259172,自由行,重庆+武隆区5日4晚自由行,江峡相拥-沉浸体验·巴渝风情浓郁『甄选重庆核心商圈五钻豪华酒店任您选』接机接站+行程管家服务-静谧时光来场说走就走的旅行-玩美山城重庆,重庆出发,911,3400,,/images/routes/route_72259172.jpg,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
816,69023510,私家团,重庆3日2晚私家团,【Citywalk 丈量山城】资深司导带玩 8D魔幻都市『搭空中交通“长江索道”+打卡观音桥·“我在重庆”+体验老茶馆茶歇·看变脸喷火』商圈4钻及以上酒店自选|旅行管家贴心服务|限时礼赠夜游两江游船票,重庆出发,1139,4200,,/images/routes/route_69023510.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
817,66167204,跟团游,重庆+武隆区5日4晚跟团游,山城经典路线/限时享「洪崖洞旅拍+两江夜景游船票」特色美食丨金牌导游丨2+1排保姆车,重庆出发,1998,5600,,/images/routes/route_66167204.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
818,69578952,私家团,重庆2日1晚私家团,【Citywalk 暴走山城】资深司导带玩 8D魔幻都市『搭空中交通“长江索道”+打卡观音桥·“我在重庆”+体验老茶馆茶歇·看变脸喷火』商圈4钻及以上酒店自选|旅行管家一对一服务,重庆出发,870,3200,,/images/routes/route_69578952.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
819,71373927,拼小团,重庆+成都+稻城亚丁+四姑娘山景区+三星堆博物馆+格聂之眼+新都桥10日9晚拼小团,成渝川西8人小团·『满5人升独立成团』赠两江夜游船&熊猫&三星堆含导游讲解+24h接送机,重庆出发,5110,15500,,/images/routes/route_71373927.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
820,72288523,自由行,重庆+武隆区5日4晚自由行,江峡相拥-沉浸体验·巴渝风情浓郁『甄选重庆核心商圈四钻高奢酒店任意您选』接机接站+行程管家服务-静谧时光来场说走就走的旅行-玩美山城重庆,重庆出发,553,2300,,/images/routes/route_72288523.png,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
821,72289580,自由行,重庆+武隆区5日4晚自由行,江峡相拥-沉浸体验·巴渝风情浓郁『甄选重庆核心商圈三钻轻奢酒店任意您选』接机接站+行程管家服务-静谧时光来场说走就走的旅行-玩美山水之城独具魅力,重庆出发,475,2000,,/images/routes/route_72289580.png,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
822,67447037,自由行,重庆4日3晚自由行,『错峰出游·24H专车接送机·赠两江游夜景游船』【含市区8人小团网红一日游】核心商圈5钻酒店3晚连住·自由定制专属行程·多种当地玩法供您挑选#小车团/包车游#大足石刻/武隆/市区『真人微管家』,重庆出发,966,3400,,/images/routes/route_67447037.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
823,62068701,拼小团,重庆+成都+九寨沟+武隆区6日5晚拼小团,8人内小精品团+武隆天坑+仙女山+动车九寨轻松游+赠两江夜游船+九寨旅拍+24h专车接送机,重庆出发,3490,10400,,/images/routes/route_62068701.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
824,68923034,私家团,重庆4日3晚私家团,<携程自营> 开春热卖【魔幻山城】限时赠两江夜游船票『核心商圈5钻酒店自选』重庆打卡市内网红景点『长江索道+山城步道+龙门浩老街+洪崖洞+磁器口』专车接送机/站,重庆出发,1942,7200,,/images/routes/route_68923034.png,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
825,72424047,私家团,重庆+大足区2日1晚私家团,初夏福利来袭，咨询客服下单立减188*【咨询客服限时赠送重庆两江夜游船票】感受唐宋摩崖造像极美震撼&景梦幻宛如现实千与千寻的洪崖洞&体验山城的citywalk~,重庆出发,1679,6000,,/images/routes/route_72424047.png,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
826,69384770,自由行,重庆3日2晚自由行,银行休养积分特别定制，预定前，请先咨询客服【小青岛之旅】,重庆出发,528,1900,,/images/routes/route_69384770.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
827,24518009,拼小团,长江三峡+重庆6日5晚拼小团,乘世纪江山如诗过三峡精华段 奉节白帝城+三峡之巅+重庆市区武隆全景 +7天外地接免费退,重庆出发,3461,10300,4.5,/images/routes/route_24518009.jpg,"免费退,0购物,成团保障",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,小团灵活性高，我可以根据大家兴趣微调行程。
828,72376844,私家团,重庆+大足区6日5晚私家团,初夏福利来袭，咨询客服下单立减288*【咨询客服限时赠送重庆两江夜游船票】享受山城雾都火锅热辣&景梦幻宛如现实千与千寻的洪崖洞&体验山城的citywalk~,重庆出发,3117,11600,,/images/routes/route_72376844.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
829,71349402,拼小团,重庆+成都+稻城亚丁+四姑娘山景区+格聂之眼+新都桥9日8晚拼小团,成渝川西8人内精致小团·『满5人升独立成团』赠两江夜游船&三宝&氧气&旅拍+24h接送机,重庆出发,4552,13700,,/images/routes/route_71349402.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
830,69150971,自由行,重庆长寿湖+长寿菩提山文化旅游景区2日1晚自由行,渔文化村酒店1晚【双人套餐】,重庆出发,180,600,,/images/routes/route_69150971.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
831,72502659,私家团,重庆+九寨沟+黄龙风景名胜区6日5晚私家团,暑期特惠线咨询客服下单立减388*【限时赠九寨藏服旅拍体验】【赠送长江夜游船票】 体验穿梭楼宇的空中交通&欣赏翠海叠瀑彩林相映成画的九寨,重庆出发,3796,13900,,/images/routes/route_72502659.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
832,62996641,拼小团,重庆+成都+九寨沟+武隆区+峨眉山7日6晚拼小团,8人小团纯玩｜重庆天坑仙女山大草原赠两江夜游船｜动车往返九寨｜24h专车接送机/站,重庆出发,4683,13900,,/images/routes/route_62996641.jpg,"0购物,成团保障,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
833,72387839,私家团,重庆+大足区5日4晚私家团,初夏福利来袭，咨询客服下单立减288*【咨询客服限时赠送重庆两江夜游船票】享受山城雾都火锅热辣&景梦幻宛如现实千与千寻的洪崖洞&体验山城的citywalk~,重庆出发,2593,9600,,/images/routes/route_72387839.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
834,68498666,拼小团,重庆+武隆区6日5晚拼小团,『休闲版·8人团』全景武隆丨仙女山+天坑地缝+芙蓉洞+芙蓉江+市区段休闲游+24H专车接送,重庆出发,1587,5000,,/images/routes/route_68498666.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
835,63146208,自由行,重庆4日3晚自由行,烟火山城-江峡相拥-沉浸体验·巴渝风情浓郁『甄选重庆核心商圈五钻豪华酒店任意您选』接机接站+行程管家服务-静谧时光来场说走就走的旅行-玩美山水之城独具魅力,重庆出发,1034,3600,,/images/routes/route_63146208.png,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
836,65098501,自由行,重庆+武隆区3日2晚自由行,【错峰出行|轻奢山城包车游】2日专属包车+赠送机/站 | 市区+武隆深度体验山城『严选重庆市区商圈&3钻&4钻&5钻酒店』价格优、位置好、性价比高 | 出行便捷 吃香喝辣 享武隆风景,重庆出发,1003,3400,,/images/routes/route_65098501.jpg,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
837,68233112,自由行,重庆3日2晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,1087,3600,,/images/routes/route_68233112.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
838,68826458,拼小团,重庆+成都+武隆区+九寨沟+三星堆博物馆+峨眉山+乐山大佛9日8晚拼小团,8人小团|川渝精华全景&高速直达九寨|5钻酒店|赠两江夜游船+川剧变脸盖碗茶+24h接送机,重庆出发,7236,21300,,/images/routes/route_68826458.jpg,"0购物,成团保障,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
839,72389885,私家团,重庆+大足区4日3晚私家团,初夏福利来袭，咨询客服下单立减288*【咨询客服限时赠送重庆两江夜游船票】沉浸式感受山城独特浪漫&景梦幻宛如现实千与千寻的洪崖洞&体验山城的citywalk~,重庆出发,2163,7900,,/images/routes/route_72389885.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
840,72406296,私家团,重庆+大足区3日2晚私家团,初夏福利来袭，咨询客服下单立减288*【咨询客服限时赠送重庆两江夜游船票】感受唐宋摩崖造像极美震撼&景梦幻宛如现实千与千寻的洪崖洞&体验山城的citywalk~,重庆出发,2106,7700,,/images/routes/route_72406296.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
841,68236769,自由行,重庆5日4晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走经典行程，纯玩无购物。,重庆出发,1287,4600,,/images/routes/route_68236769.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
842,61518024,跟团游,重庆+长江三峡+宜昌5日4晚跟团游,【五星游轮长航游轮·长江壹号游轮下水.直接过三峡大坝 葛洲坝双船闸】含5个景点·丰都鬼城·白帝城·神女天路·神农溪·三峡大坝|含4早6正自助中西餐|【醉美三峡】一价全含,重庆出发,4680,12600,4.7,/images/routes/route_61518024.png,"0购物,成团保障",World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
843,72517734,私家团,重庆+九寨沟+黄龙风景名胜区5日4晚私家团,暑期特惠线咨询客服下单立减288*【限时赠九寨藏服旅拍体验】【赠送长江夜游船票】 体验穿梭楼宇的空中交通&欣赏翠海叠瀑彩林相映成画的九寨,重庆出发,3380,12400,,/images/routes/route_72517734.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
844,70214414,拼小团,重庆+成都+三星堆博物馆5日4晚拼小团,『8人小团·赠川剧演出』川渝精华连游·武隆天地奇观·探秘古蜀三星堆·熊猫基地·武侯祠,重庆出发,2250,6800,,/images/routes/route_70214414.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
845,69329056,自由行,重庆2日1晚自由行,「开往春天的列车」漫步山城•沿江观景•品茶•川剧变脸•船游两江夜景｜半山崖线+李子坝+鹅岭二厂+百年茶馆+洪崖洞+重庆两江夜游船票,重庆出发,400,1400,,/images/routes/route_69329056.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
846,72520499,私家团,重庆+九寨沟+黄龙风景名胜区4日3晚私家团,暑期特惠线咨询客服下单立减188*【限时赠九寨藏服旅拍体验】【赠送藏餐】 体验穿梭楼宇的空中交通&欣赏翠海叠瀑彩林相映成画的九寨,重庆出发,2878,10400,,/images/routes/route_72520499.png,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
847,64679889,跟团游,重庆+成都+九寨沟+黄龙风景名胜区+都江堰+三星堆博物馆7日6晚跟团游,《成都重庆双城7日+熊猫基地》《五星豪生温泉酒店》头等舱保姆车+藏家晚会+免费接送机,重庆出发,2823,8000,5.0,/images/routes/route_64679889.jpg,"0购物,成团保障",Carefully selected top attractions | Professional English-speaking guide,这条路线评分5.0分，口碑很好，放心选。
848,71420125,私家团,重庆4日3晚私家团,【初夏嗨玩 寻趣山城】土著司机带玩 嘻游寻乐『萌探动物园·邂逅萌趣生灵+漫游展览馆·解码山城地貌+打卡观音桥网红地标·饱览渝都风情』商圈4钻及以上酒店自选|自在亲子游|礼赠夜游两江游船票,重庆出发,1329,5000,,/images/routes/route_71420125.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
849,71326799,拼小团,重庆+成都+武隆天生三桥+仙女山国家森林公园+四姑娘山景区+三星堆博物馆+新都桥+墨石公园景区8日7晚拼小团,成渝川西8人内精致小团·必消全含·满5人升独立成团+赠川剧+旅拍+三宝+氧气+24h接送机,重庆出发,4039,12100,,/images/routes/route_71326799.jpg,"0购物,成团保障,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
850,68234509,自由行,重庆4日3晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,1058,3700,,/images/routes/route_68234509.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
851,68079596,自由行,重庆6日5晚自由行,『1日包车·玩法自选』宿榜单4&5钻连住+严选好司机【热门玩法4选1】市区1日经典渣滓洞&长江索道&洪崖洞/《黑神话:悟空》取景地大足石刻/武隆天坑地缝/梦幻奥陶纪|Citywalk游山城&爱姐重动等你,重庆出发,729,2900,,/images/routes/route_68079596.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
852,67030419,自由行,重庆4日3晚自由行,【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/精选核心商圈4钻/5钻酒店任意选，/经典行程让你出游4天3晚不留遗憾，纯玩无购物/无进店。,重庆出发,344,1400,,/images/routes/route_67030419.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
853,71215585,拼小团,重庆+成都+武隆天生三桥+仙女山国家森林公园+四姑娘山景区+新都桥+墨石公园景区7日6晚拼小团,成渝川西8人内精致小团·必消全含·满5人升独立成团+赠川剧+旅拍+三宝+氧气+24h接送机,重庆出发,2882,8800,,/images/routes/route_71215585.jpg,"0购物,成团保障,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
854,32633567,私家团,重庆+武隆区+恩施市7日6晚私家团,"咨询客服有惊喜【山城＆硒都】重庆/恩施商圈5钻酒店入住体验 『江湖重庆·跨江索道+穿楼轻轨,红色记忆,8D魔都 武隆天坑地缝』峡谷地缝＆七星寨,「赠两江夜游」重庆参团",重庆出发,4931,18000,,/images/routes/route_32633567.jpg,"立即确认,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
855,36430800,私家团,重庆+长江三峡+恩施市7日6晚私家团,世纪邮轮&宿阳台江景房·自助餐及夜宵·赠四景上岸游，重庆恩施段独立包车游，赠218元西兰卡普歌舞秀+恩施大峡谷全景『恩施以及重庆市区行程自选』,重庆出发,6972,25100,5.0,/images/routes/route_36430800.jpg,成团保障,World-famous Three Gorges - once-in-a-lifetime cruise | Ancient Ba culture and cliff coffins | Luxury 5-star cruise ship with balcony rooms,私家团完全按你的节奏来，老人小孩也不用赶时间。 这条路线评分5.0分，口碑很好，放心选。
856,68238781,自由行,重庆4日3晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型任意选经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走/经典行程，纯玩无购物/无进店,重庆出发,1259,4300,,/images/routes/route_68238781.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
857,71340383,拼小团,重庆+成都+武隆天生三桥+仙女山国家森林公园+四姑娘山景区+三星堆博物馆+新都桥+墨石公园景区8日7晚拼小团,成渝川西8人内精致小团·必消全含·满5人升独立成团+赠川剧+旅拍+三宝+氧气+24h接送机,重庆出发,4796,14300,,/images/routes/route_71340383.jpg,"0购物,成团保障,0自费",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
858,72413181,私家团,重庆+涪陵区6日5晚私家团,【重庆小众深度游】错峰私享小团，住 核心商圈 5 钻酒店，乘舒适商务车探秘武陵山大裂谷与 816 地下核工程，赠 24H 接送机 + 1 元惠购两江游船票,重庆出发,3450,12700,,/images/routes/route_72413181.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
859,68286313,拼小团,重庆+武隆区5日4晚拼小团,『尊享版8人团』两江夜游+全景武隆丨仙女山天坑地缝+芙蓉洞芙蓉江+解放碑5钻+专车接送,重庆出发,2380,7200,,/images/routes/route_68286313.jpg,"0购物,成团保障",UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 小团灵活性高，我可以根据大家兴趣微调行程。
860,37586141,自由行,重庆+成都5日4晚自由行,『错峰出游·川渝专车接送·赠两江夜游船』含重庆到成都高铁票【山城市区8人团1日游】核心商圈酒店·川渝各2晚·多种定制玩法供您挑选·小车团/包车游·三星堆/峨眉山/乐山大佛/都江堰/熊猫等,重庆出发,1468,5100,,/images/routes/route_37586141.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
861,72558370,私家团,彭水+酉阳3日2晚私家团,暑期特惠咨询客服立减288*一单一团*宿口碑5钻自选酒店【体验陶渊明笔下的桃花源记的田园秘境】【感受天然喀斯特石桥峡谷带来的雄奇险峻】,重庆出发,3192,11500,,/images/routes/route_72558370.png,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
862,69156174,跟团游,重庆5日4晚跟团游,重庆城景｜ 世纪五星游轮｜长江三峡全景畅游｜尽览瞿塘巫峡雄奇盛景尊｜享尊崇体验,重庆出发,5990,15900,,/images/routes/route_69156174.jpg,"立即确认,0购物,成团保障,0自费",Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
863,72490384,私家团,重庆+彭水3日2晚私家团,暑期特惠，咨询客服立减188【咨询客服限时赠送两江夜游船票】『苗族九黎城+乌江画廊游船+重庆经典景点打卡：行程可调』24H专车接送机/站 |1单1团,重庆出发,2374,8600,,/images/routes/route_72490384.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
864,67779980,跟团游,重庆+成都+乐山大佛+三星堆博物馆+成都大熊猫繁育研究基地+黄龙溪5日4晚跟团游,全程4钻·川渝双城『赠重庆两江夜游+川剧盖碗茶』携程4钻酒店｜2+1保姆车｜专车接送站,重庆出发,1862,5200,,/images/routes/route_67779980.jpg,"0购物,成团保障",Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
865,66924271,自由行,重庆6日5晚自由行,【精选核心商圈4钻/5钻酒店任意选】【精品车型经济型5座/商务7座/商务9座等等】随心所欲想停就停想走就走经典行程，纯玩无购物。,重庆出发,1371,4900,,/images/routes/route_66924271.jpg,无购物,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
866,63202875,自由行,重庆4日3晚自由行,烟火山城-江峡相拥-沉浸体验·巴渝风情浓郁『甄选重庆核心商圈三钻轻奢酒店任意您选』接机接站+行程管家服务-静谧时光来场说走就走的旅行-玩美山水之城独具魅力,重庆出发,380,1600,,/images/routes/route_63202875.jpg,,Carefully selected top attractions | Professional English-speaking guide,这条路线经过精心挑选，适合大多数外国游客。 有任何特殊需求（饮食禁忌、行动不便等），提前告诉我。
867,65055436,自由行,重庆+武隆区5日4晚自由行,【错峰出行|轻奢山城包车游】2日专属包车+赠送机/站 | 市区+武隆深度体验山城『严选重庆解放碑&市中心3钻&4钻&5钻酒店』价格优、位置好、性价比高 | 出行便捷 吃香喝辣 享武隆风景,重庆出发,1222,4300,,/images/routes/route_65055436.jpg,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
868,68783253,拼小团,成都+重庆+三星堆博物馆+峨眉山市+乐山大佛+都江堰+青城山7日6晚拼小团,川渝经典8人内精致小团+5大景区导游精讲+赠两江夜游船&非遗川剧变脸盖碗茶+24h接送机,重庆出发,4662,13900,,/images/routes/route_68783253.jpg,"0购物,成团保障,0自费",Small group (max 8 pax) - more personal experience | Make friends with fellow travelers,小团灵活性高，我可以根据大家兴趣微调行程。
869,72421290,私家团,重庆+涪陵区4日3晚私家团,【重庆小众深度游】错峰私享小团，住 核心商圈 5 钻酒店，乘舒适商务车探秘武陵山大裂谷与 816 地下核工程 + 1 元惠购两江游船票,重庆出发,3026,11000,,/images/routes/route_72421290.jpg,成团保障,100% private - only you and your family/friends | Flexible itinerary - change plans anytime | Personal guide & driver at your service,私家团完全按你的节奏来，老人小孩也不用赶时间。
870,72566770,私家团,武隆区+彭水+酉阳2日1晚私家团,暑期特惠咨询客服立减188*一单一团*宿口碑5钻自选酒店【体验陶渊明笔下的桃花源记的田园秘境】【感受天然喀斯特石桥峡谷带来的雄奇险峻】,重庆出发,2462,8800,,/images/routes/route_72566770.jpg,成团保障,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。 私家团完全按你的节奏来，老人小孩也不用赶时间。
871,65059836,自由行,重庆+武隆区6日5晚自由行,"『武隆包车3日·24H专车接送机』轻奢酒店任选·3晚市区商圈酒店+2晚武隆| 当地好司机|网红打卡游·武隆天生三桥+地缝+仙女山+芙蓉洞,1天自由可夜观山城or打卡美食【24h管家服务】",重庆出发,2145,7300,,/images/routes/route_65059836.jpg,,UNESCO World Heritage Site - stunning natural karst landscape | Featured in Transformers 4 movie location | Easy hiking with breathtaking views,武隆是重庆必去！建议穿舒适运动鞋，景区步道较多。
